student_name,current_grade,read_eqao_03,write_eqao_03,math_eqao_03,read_eqao_06,write_eqao_06,math_eqao_06,Mathematics_07,Reading_07,Writing_07,Mathematics_08,Reading_08,Writing_08,math_eqao_09,Language_09,Mathematics_09,Language_10,Mathematics_10,Language_11,Mathematics_11,EQAO_Math_Program
Janet Luna,12,2,3,2,4,4,2,94,67,61,0,90,26,4,95,14,16,48,14,42,Academic
Mary Ester,8,2,2,2,4,2,1,59,82,12,7,72,70,4,55,41,94,62,74,69,
Brenda Leclair,8,3,4,2,1,2,1,68,24,53,7,98,17,1,99,19,54,99,83,58,
Ginette Abe,8,3,5,0,1,2,5,10,96,23,73,13,78,1,63,73,90,35,53,73,
Emma Franklin,8,1,3,3,4,2,5,60,64,65,88,28,74,4,12,45,63,53,82,96,
Danielle Barnhart,12,1,2,3,2,4,3,0,27,36,36,8,95,2,28,0,16,67,31,5,Academic
Jason Mccall,8,1,3,1,1,2,3,93,74,26,61,47,29,1,33,83,27,60,4,33,
Mabel Taylor,10,2,4,2,3,3,4,54,5,35,41,34,85,3,23,57,67,31,21,94,Academic
Ella Sturgis,10,4,5,1,5,5,4,51,94,62,6,74,98,5,45,94,16,53,22,22,Academic
Kristin Daniels,10,0,5,4,1,2,0,5,93,84,4,68,4,1,46,47,2,43,14,25,Academic
John Lopez,11,2,4,2,1,1,1,31,62,40,60,1,17,1,69,70,36,27,48,64,Academic
Jamaal Range,11,4,0,1,4,5,3,95,59,38,96,98,79,4,23,68,55,82,94,86,Academic
Melissa Goers,10,4,4,3,3,0,3,78,11,59,66,91,32,3,0,3,10,82,65,39,Academic
David Carder,11,2,3,4,0,3,3,20,93,75,50,88,54,0,9,48,51,32,61,36,Academic
Elizabeth Buchanan,11,1,5,0,4,5,3,98,42,72,3,55,87,4,74,40,61,32,28,35,Academic
Clarence Moody,10,2,2,2,1,2,3,81,82,43,51,52,39,1,3,54,75,24,26,14,Academic
Kevin Hall,12,4,4,0,5,2,3,31,17,0,82,29,31,5,20,28,66,10,11,15,Academic
Stephen Jackson,12,3,1,2,5,1,3,90,16,86,60,58,46,5,86,24,91,60,83,83,Academic
Lisa Jacques,12,5,5,4,1,1,0,62,69,33,37,56,47,1,16,4,24,16,90,74,Academic
Sharron Zack,10,0,5,3,5,4,4,15,44,91,46,74,61,5,77,96,15,64,50,44,Academic
Mary Simpson,9,1,5,5,4,4,2,89,23,43,59,74,46,4,43,52,83,5,90,91,Academic
June Davis,8,3,0,4,0,3,2,0,59,27,88,42,85,0,43,89,93,78,10,54,
Joseph Viray,8,3,1,1,1,4,5,87,94,62,75,44,57,1,82,27,60,42,0,53,
Lawerence Hooper,10,4,1,1,2,0,3,19,81,20,83,20,38,2,71,0,51,73,22,31,Academic
Geoffrey Cleaves,11,3,1,3,3,5,5,45,68,28,42,92,33,3,42,50,92,50,41,43,Academic
Tina Fiume,11,0,5,3,1,2,1,28,88,92,75,18,40,1,89,5,94,68,90,45,Academic
Sammy White,11,0,0,4,3,0,1,42,62,30,67,65,83,3,89,16,97,16,5,61,Academic
Harold Long,8,4,0,5,3,0,5,92,81,84,58,99,75,3,61,8,30,53,92,61,
William Nace,9,1,2,5,0,2,1,26,39,11,24,36,4,0,5,42,82,49,61,40,Academic
Joyce Vanderwal,11,2,0,5,2,0,5,19,15,66,21,26,18,2,71,81,0,72,97,58,Academic
Sondra Diminich,8,4,3,3,0,2,3,37,73,22,66,8,27,0,77,47,90,68,0,91,
David James,10,4,4,0,2,2,2,39,93,88,17,89,54,2,19,36,22,9,33,68,Academic
Omar Skinner,11,5,0,4,3,0,5,87,55,97,66,1,72,3,34,8,84,51,3,89,Academic
Duane Flight,10,4,4,1,2,0,3,15,35,8,81,98,82,2,36,42,99,45,76,80,Academic
Robert Hagemann,11,4,1,1,2,4,0,80,90,12,64,54,95,2,22,19,15,38,24,46,Academic
Michael Tripp,9,4,5,5,1,1,0,12,44,0,9,20,92,1,85,76,68,84,48,58,Academic
David Downs,8,2,4,5,4,4,3,10,47,9,35,73,44,4,66,98,53,92,95,95,
Marsha Bowen,9,3,1,4,2,2,3,39,27,4,9,91,98,2,67,21,59,75,0,85,Academic
Constance Greenleaf,8,2,0,5,1,4,1,51,48,57,53,12,81,1,30,55,76,60,13,10,
Tisha Cornelius,8,5,2,0,4,3,1,86,52,8,42,94,98,4,10,31,74,90,58,63,
David Walker,8,1,4,5,2,1,1,77,32,65,81,24,7,2,74,84,1,15,7,58,
Virginia Baker,11,3,3,0,5,1,1,50,92,5,10,43,76,5,63,80,46,91,79,1,Academic
Lola Burnett,10,0,0,5,2,3,3,0,29,91,33,85,63,2,23,63,24,76,77,59,Academic
Bertha Swinehart,10,4,1,4,1,0,1,61,29,98,77,72,97,1,37,88,52,40,84,12,Academic
Andres Tracy,9,2,3,4,5,2,4,13,85,50,37,25,98,5,88,36,73,82,75,31,Academic
Roger Flory,12,3,0,1,5,0,1,76,81,68,13,29,47,5,79,9,33,93,76,13,Academic
Steven Millerbernd,10,2,3,3,5,5,2,6,20,79,48,77,96,5,26,89,90,47,62,64,Academic
Adeline Prentice,11,5,5,4,5,3,5,89,88,16,65,3,95,5,67,28,31,36,43,74,Academic
Robert Palmer,11,5,2,4,1,1,3,7,17,91,59,12,16,1,31,5,74,2,97,86,Academic
Ida Hall,11,1,3,5,0,1,0,40,32,76,7,88,96,0,60,37,51,26,68,66,Academic
Margaret Huggins,10,1,1,4,1,2,1,13,35,72,19,72,57,1,26,93,10,27,69,36,Academic
John Gibson,8,2,1,1,1,3,4,72,17,8,6,43,45,1,46,16,79,22,98,24,
Nicole Johnson,9,3,0,3,3,0,1,34,9,96,78,68,92,3,13,39,45,18,39,80,Academic
Tracy Gaskins,10,5,3,1,0,2,5,51,57,15,32,65,28,0,89,34,6,53,16,26,Academic
Ernest Leedom,8,2,1,4,2,4,5,10,62,76,25,36,75,2,40,87,24,67,19,96,
Mary Hong,10,3,2,5,1,4,1,44,75,98,10,79,12,1,88,74,24,77,74,66,Academic
John Walling,11,2,5,1,3,1,5,7,55,73,56,74,86,3,29,17,57,46,6,14,Academic
Mary Brehmer,10,2,2,2,5,3,0,95,17,77,34,14,11,5,42,72,2,53,65,49,Academic
Theresa Ohara,10,4,0,0,2,2,2,78,83,70,36,87,31,2,89,17,55,41,46,45,Academic
Phillip Sperling,9,4,4,4,4,2,2,72,95,66,25,98,15,4,35,24,9,26,16,75,Academic
John Quirk,9,4,5,1,2,5,4,48,40,98,78,83,70,2,98,26,9,56,95,42,Academic
Danielle Hill,8,4,3,0,5,5,2,85,39,55,17,44,74,5,74,88,37,52,83,12,
Lewis Tilley,9,2,0,3,4,2,5,46,35,37,41,6,35,4,91,63,57,39,4,18,Academic
Vera Theel,12,2,5,4,1,3,2,6,94,51,29,39,2,1,87,17,56,15,52,33,Academic
Kathleen Gilbert,8,0,1,3,4,5,4,9,19,23,75,24,17,4,82,32,16,31,95,73,
James Gouveia,8,5,0,4,5,0,1,36,73,17,5,56,27,5,38,8,82,89,74,36,
John Warden,8,0,5,5,5,0,4,95,20,3,87,85,96,5,9,93,34,10,57,74,
Regina Shelton,11,0,1,0,4,4,3,37,11,67,84,45,20,4,10,26,27,87,59,63,Academic
Sandy Parsons,11,5,5,2,4,3,2,77,86,99,95,58,94,4,15,7,86,55,22,45,Academic
Adriana Harris,8,5,4,4,5,2,3,28,69,36,11,95,84,5,19,21,66,53,66,4,
Muriel Hunsinger,12,5,1,4,1,0,1,49,42,58,38,27,80,1,83,59,81,79,36,94,Academic
Ellis Smart,11,1,3,3,4,4,4,14,62,19,87,34,93,4,78,30,74,60,98,71,Academic
Valerie Grimes,10,5,0,3,5,1,3,82,72,95,83,88,47,5,47,73,97,30,97,76,Academic
Daniel Cross,8,0,3,0,2,5,5,9,46,58,35,70,3,2,95,73,7,93,4,84,
Sandra Haynes,9,2,4,2,2,5,4,55,21,7,76,8,21,2,94,22,79,63,67,1,Academic
Morton Gutierrez,11,4,2,5,0,2,4,21,36,29,71,44,9,0,71,19,15,12,58,18,Academic
Michael Bolla,11,1,1,5,1,2,0,20,40,10,83,76,17,1,85,77,72,84,4,24,Academic
Betty Rash,11,0,2,1,1,3,5,11,32,85,25,26,75,1,75,59,59,19,54,79,Academic
Andres Suiter,9,5,5,3,4,1,2,76,63,25,71,82,89,4,8,46,69,37,40,6,Academic
Charles Villarreal,8,3,1,0,1,2,3,4,85,44,38,29,47,1,95,58,98,24,48,38,
Shannon Ahearn,11,3,1,1,5,5,3,86,92,92,70,75,30,5,29,30,42,1,29,39,Academic
Katherine Riedel,12,0,4,3,3,2,4,14,71,13,75,41,26,3,48,80,59,64,63,40,Academic
Tabitha Levitz,11,0,1,4,3,5,5,39,50,4,51,32,93,3,4,84,81,91,35,45,Academic
Karey Conner,9,0,3,2,5,5,4,86,26,24,65,62,57,5,78,1,63,26,13,34,Academic
Rosalia Jones,10,3,3,4,5,4,3,32,91,66,2,16,7,5,92,85,63,64,38,88,Academic
Evelyn Goodrow,8,3,0,3,0,3,0,14,2,73,48,21,18,0,44,25,15,26,33,76,
Shannon Maldonado,11,4,5,4,0,4,1,22,29,58,32,21,36,0,68,6,69,40,81,90,Academic
Ora Smith,11,3,1,2,1,2,0,96,90,28,78,99,53,1,98,41,58,60,67,18,Academic
James Hall,11,4,2,3,3,0,3,96,89,70,88,68,24,3,5,55,38,57,94,85,Academic
Sylvia Ohanesian,12,3,1,1,3,0,4,50,14,11,99,58,26,3,1,26,75,41,18,80,Academic
Vernetta Gravel,11,3,1,5,0,5,2,0,14,93,82,97,40,0,96,65,47,42,85,22,Academic
Kendall Smith,10,3,1,1,5,4,1,58,35,43,78,19,52,5,33,2,65,46,13,36,Academic
Russell Barraza,11,5,0,3,5,4,1,82,36,96,31,60,78,5,42,50,27,56,58,15,Academic
Dorothy Calhoun,11,0,5,1,4,5,1,63,49,50,74,40,9,4,37,45,66,51,52,30,Academic
Margaret Diaz,12,2,5,2,3,0,4,36,2,36,11,96,32,3,30,46,56,31,20,49,Academic
Latina Barr,8,1,0,0,1,5,5,17,9,90,99,38,12,1,57,20,47,93,71,98,
Violet Wilbanks,9,5,1,0,5,2,0,63,50,1,30,79,27,5,37,26,30,0,50,96,Academic
Richard Menges,11,4,1,2,4,4,4,36,49,62,19,4,83,4,68,84,62,47,58,99,Academic
Lois Abraham,11,5,3,1,1,3,5,2,83,18,90,52,12,1,56,25,86,63,73,61,Academic
Jessica Crumpler,8,3,1,2,1,4,4,20,85,42,77,32,23,1,5,11,87,49,35,69,
Timothy Ceraos,8,5,3,5,2,0,3,54,98,46,70,19,53,2,33,14,20,73,81,72,
Robert Lawler,11,5,0,5,0,2,1,45,55,62,56,52,26,0,83,52,53,22,66,71,Academic
George Taylor,12,4,5,4,4,0,1,73,10,8,50,15,77,4,5,17,76,18,13,50,Academic
Zackary Vancleave,11,1,4,1,0,5,5,20,36,77,78,72,39,0,54,78,76,27,19,8,Academic
Nicole Lesage,10,0,3,4,2,0,0,96,60,99,49,25,63,2,45,66,49,81,82,53,Academic
Shirley Falck,11,2,0,1,4,2,0,18,10,54,99,73,7,4,89,94,63,76,69,77,Academic
Gaye Davis,10,4,4,2,3,1,2,31,25,30,51,74,23,3,14,55,5,16,31,88,Academic
Douglas Crothers,8,2,5,5,3,5,5,77,91,10,56,23,17,3,19,29,2,98,3,97,
James Bennett,12,1,4,0,2,3,0,44,30,66,12,41,47,2,14,5,50,19,35,9,Academic
Frank Wade,10,4,0,2,2,5,4,62,63,80,84,64,10,2,58,56,86,40,40,93,Academic
Charles Hill,11,5,0,3,4,1,4,83,6,5,52,39,40,4,47,51,17,24,53,75,Academic
John Milot,9,0,3,0,2,0,3,68,27,22,21,84,13,2,89,7,72,11,35,1,Academic
Stacy Jackson,8,0,0,2,1,2,2,83,19,87,64,20,13,1,1,12,27,46,76,13,
Melinda Mills,9,5,2,2,2,1,2,6,98,20,72,47,70,2,99,84,20,56,38,73,Academic
Virginia Haile,10,3,4,5,0,4,4,75,74,4,68,7,21,0,48,48,59,73,94,46,Academic
Mike Huddleston,12,1,5,4,1,5,5,51,20,26,8,80,11,1,99,5,7,24,57,85,Academic
Ira Thomas,12,2,5,3,1,3,0,66,11,60,36,38,52,1,77,88,33,76,39,64,Academic
Adam Alvarez,10,3,1,4,0,0,1,58,53,76,32,42,52,0,95,10,22,44,13,90,Academic
Deborah Smith,11,1,4,1,3,3,4,50,51,23,82,40,71,3,24,48,28,83,69,32,Academic
Howard Covington,8,5,4,2,0,2,4,63,70,37,43,67,59,0,49,53,65,39,62,94,
Brent Shurtliff,8,2,2,4,4,5,3,29,67,62,69,32,47,4,71,95,73,95,31,37,
Christopher Fehlinger,10,0,3,2,5,0,2,2,77,65,58,13,74,5,76,51,87,32,75,99,Academic
Mable Peterson,9,3,1,3,2,0,2,2,47,72,60,73,74,2,4,67,14,87,37,29,Academic
Kathleen Simmons,8,4,3,5,5,4,0,3,46,94,29,76,49,5,52,3,93,30,22,74,
Wilbur Grant,12,1,1,0,2,3,5,12,52,65,64,65,46,2,22,60,36,80,75,26,Academic
Jonathan Holston,12,0,4,1,0,0,4,72,93,18,26,44,91,0,62,11,92,83,4,97,Academic
Lora Whetsel,8,2,5,2,1,3,3,79,16,51,89,4,91,1,63,6,4,86,51,78,
Larry Erickson,9,5,1,4,5,2,1,20,10,60,80,85,54,5,97,91,27,17,4,0,Academic
Martha Vanblarcom,10,1,3,0,3,2,1,47,34,45,9,54,82,3,0,42,34,91,91,25,Academic
Andrew Morris,10,3,5,4,5,1,0,19,50,14,2,43,12,5,50,64,85,38,44,1,Academic
John Ramirez,12,2,4,3,5,2,1,35,48,76,51,47,16,5,47,97,21,83,23,99,Academic
Melissa Restrepo,12,4,4,5,1,4,3,42,60,24,74,87,57,1,78,59,38,41,91,16,Academic
Virginia Stewart,9,4,4,2,4,2,5,77,54,29,38,54,96,4,97,65,99,90,81,78,Academic
Juanita Quarles,8,3,1,2,4,2,5,52,65,93,80,38,64,4,16,7,61,42,25,18,
Loyce Suarez,12,3,4,5,0,1,1,1,90,55,73,82,30,0,45,67,67,97,42,22,Academic
Moses Jackson,9,4,3,4,5,3,2,31,61,3,60,54,3,5,90,45,16,73,18,38,Academic
Melvin Kuttner,8,5,1,5,4,3,5,97,96,4,19,94,66,4,76,19,71,97,19,52,
Alicia Maclennan,9,2,2,2,2,5,0,43,38,4,17,63,25,2,8,5,5,6,50,97,Academic
Frank Soto,11,5,3,5,4,1,2,8,11,11,88,88,42,4,48,39,6,41,89,27,Academic
Elizabeth Hagan,12,4,5,3,2,4,2,80,74,41,28,99,96,2,91,84,29,23,2,50,Academic
Esmeralda Kaschak,11,1,3,1,1,5,2,84,41,84,42,29,65,1,3,3,90,37,38,53,Academic
Kimberly Camacho,11,4,5,5,5,2,5,67,95,6,16,6,17,5,29,76,10,91,63,78,Academic
James Rangel,11,0,5,2,0,1,3,25,11,42,76,67,59,0,4,89,13,98,72,10,Academic
Rebecca Liang,12,4,3,4,3,2,3,26,46,7,69,6,47,3,79,81,39,73,38,96,Academic
Jane Politte,8,5,1,5,1,2,2,81,23,87,58,27,18,1,62,28,90,91,82,2,
Kara Hughes,11,5,4,2,0,4,5,38,62,73,77,45,84,0,14,46,91,14,97,78,Academic
Elsie Travis,9,5,0,2,2,0,0,98,65,25,20,74,77,2,23,47,46,32,85,16,Academic
Rafael Sieberg,11,1,5,4,2,2,1,85,96,69,77,13,99,2,37,77,68,24,98,63,Academic
Cathy Mcclendon,12,2,2,5,3,4,4,61,29,63,71,47,44,3,6,75,73,54,29,30,Academic
Richard Jarrell,12,1,0,1,1,0,5,66,42,69,91,80,84,1,82,0,24,0,77,7,Academic
Jose Alvarez,11,2,5,3,5,5,4,70,50,89,55,44,75,5,65,21,99,21,79,62,Academic
Steven Patton,11,4,0,3,1,4,0,13,91,17,59,5,39,1,83,56,63,89,95,15,Academic
Eric Hays,8,0,1,3,1,3,2,98,92,91,55,73,39,1,63,24,71,62,30,2,
Gary Lewis,11,2,1,3,5,2,2,52,58,31,26,96,28,5,79,12,79,50,14,90,Academic
Gordon Marin,10,2,0,5,2,3,1,10,53,75,78,51,89,2,94,45,65,47,82,52,Academic
Martha Craft,9,3,2,4,2,5,1,17,82,46,36,81,46,2,22,24,20,42,7,11,Academic
Loren Fountain,12,1,4,2,4,2,5,8,87,43,72,49,3,4,79,13,44,27,69,19,Academic
John Trice,11,2,3,4,4,2,5,39,61,34,10,21,85,4,11,52,65,71,26,19,Academic
Amy Hall,11,1,5,4,3,5,4,50,95,66,19,53,65,3,32,55,57,64,13,65,Academic
Victoria Yates,8,5,3,1,0,0,2,79,99,85,28,91,89,0,74,27,76,51,9,2,
Warren James,8,4,2,5,5,1,3,91,2,53,38,35,22,5,63,67,66,24,61,41,
Keesha Lard,12,1,0,2,4,0,5,40,28,43,68,84,57,4,38,75,73,53,4,11,Academic
Mary Shaver,11,2,1,3,4,0,0,59,2,0,8,87,36,4,42,84,95,86,91,87,Academic
Eugenia Neumann,12,5,5,1,3,5,2,56,30,41,22,18,34,3,94,64,31,89,76,18,Academic
Eva Swafford,8,3,1,1,4,3,3,50,90,29,41,26,75,4,68,25,57,51,66,69,
Patricia Perez,8,3,4,3,3,3,1,80,96,27,17,94,74,3,34,46,85,2,60,57,
Frances Howell,8,1,0,2,1,5,4,48,69,4,83,62,73,1,0,72,31,69,5,30,
Ruth Castaneda,10,5,0,2,3,1,3,71,55,40,36,48,3,3,95,57,51,3,38,79,Academic
Katrina Kapur,8,0,2,2,2,2,3,64,49,11,62,5,29,2,52,90,4,55,80,99,
Steven Lin,10,5,5,0,1,3,4,75,35,5,69,52,78,1,53,97,5,82,86,9,Academic
Darrell Aburto,12,4,5,3,5,4,0,16,47,81,70,95,44,5,18,9,96,34,4,47,Academic
Molly Mynatt,9,5,2,1,4,4,4,95,49,73,59,61,47,4,13,94,24,0,81,6,Academic
Geraldine Roland,11,4,4,3,2,2,3,73,80,78,45,85,28,2,14,27,83,4,72,48,Academic
Juan Jones,10,4,4,4,1,4,1,74,65,53,60,75,27,1,76,6,78,88,35,38,Academic
Rosa Yates,10,5,2,5,4,4,3,34,0,52,76,0,80,4,32,9,71,65,55,46,Academic
Cornelia Dick,12,2,5,1,2,5,3,43,21,62,81,42,0,2,68,16,1,85,16,5,Academic
James James,8,5,0,4,1,3,5,8,4,29,2,95,31,1,35,74,0,66,21,57,
Mark Deberry,9,4,4,5,5,3,0,32,96,76,27,85,74,5,52,94,93,77,4,66,Academic
Christopher Renshaw,12,4,3,4,3,4,2,54,38,97,88,57,23,3,23,18,88,39,51,38,Academic
David Stewart,12,4,5,2,2,2,5,22,35,18,97,45,62,2,10,5,49,65,71,79,Academic
Paul Rowell,11,1,3,0,1,4,5,31,33,39,19,28,19,1,41,42,14,71,69,85,Academic
Mildred Stimmell,11,5,1,5,1,1,4,43,97,17,24,74,92,1,66,70,1,23,8,4,Academic
Arthur Ramirez,10,0,3,4,1,4,0,1,30,33,30,44,48,1,80,66,64,50,17,95,Academic
Steve Goodsell,12,0,4,2,0,5,0,48,32,12,29,1,9,0,62,47,11,29,55,4,Academic
Amy Park,8,1,4,4,0,5,0,3,34,22,98,18,68,0,25,81,69,39,10,64,
Ina Blair,11,4,0,3,0,5,2,10,1,7,51,46,96,0,53,62,97,42,27,97,Academic
Clara Roybal,11,2,0,1,4,5,1,45,92,27,25,98,52,4,96,86,49,57,91,3,Academic
Michael Kappel,8,2,0,2,5,3,4,93,93,63,44,85,75,5,16,7,51,64,84,20,
Ann Morrison,12,3,0,3,5,2,0,51,45,40,54,75,28,5,42,47,72,48,19,95,Academic
Patrick Williams,9,0,5,0,3,2,1,2,53,44,21,57,45,3,41,40,60,41,61,56,Academic
Joseph Crowder,8,0,2,5,2,3,4,61,26,92,7,51,67,2,32,15,73,35,75,64,
Bert Beebee,11,0,1,2,1,0,5,38,93,87,90,32,65,1,73,14,69,0,77,30,Academic
Catherine Grissom,10,5,3,0,0,1,3,84,75,96,70,99,97,0,24,25,39,32,56,15,Academic
Jessica Batiste,10,3,1,1,5,1,0,10,30,10,72,42,81,5,89,30,24,12,19,46,Academic
Rosaline Salmi,12,2,1,3,3,0,2,39,97,55,38,17,46,3,58,33,96,48,29,12,Academic
Beverly Rodriguez,10,5,2,4,4,2,5,9,55,25,5,51,67,4,73,77,80,12,71,50,Academic
Stacey Leisenring,12,1,5,1,5,2,2,79,16,60,18,12,19,5,43,1,61,12,62,84,Academic
Craig Lorusso,8,3,5,0,0,2,1,35,99,80,86,30,71,0,27,84,98,62,20,62,
Ronald Hitch,9,0,4,2,1,1,1,71,23,78,5,58,55,1,82,91,73,95,3,33,Academic
Juan Gordon,8,2,1,3,4,5,3,93,81,67,59,5,5,4,84,46,13,98,5,74,
Loren Thews,9,3,3,2,5,3,1,45,49,22,44,43,90,5,80,7,76,57,16,64,Academic
Todd Alvarez,9,1,3,2,1,5,3,56,15,68,15,80,53,1,40,75,53,60,29,85,Academic
Joseph Fisher,12,2,5,0,4,4,1,74,49,71,47,74,17,4,94,9,33,91,49,48,Academic
Ray Coleman,9,0,0,2,1,1,4,51,93,62,77,56,61,1,58,88,15,12,91,6,Academic
John Davidson,10,2,4,1,3,2,1,13,54,65,56,63,76,3,56,74,55,13,97,89,Academic
Delores Blackmon,11,5,0,3,2,1,2,62,72,70,4,64,95,2,59,44,38,39,69,50,Academic
Christopher Deberry,11,4,1,3,5,5,3,66,14,0,99,9,18,5,95,26,80,87,74,60,Academic
Wanda Altizer,8,0,4,3,4,0,0,86,46,94,84,45,84,4,82,31,10,32,71,88,
John Gallon,9,5,3,2,3,5,2,56,54,83,91,87,52,3,17,9,1,39,11,8,Academic
Steven Hilliard,12,2,1,3,5,2,1,13,35,72,16,4,24,5,69,4,0,97,94,52,Academic
Dorothy Mcintosh,8,0,5,1,2,2,4,94,51,13,50,91,29,2,35,37,3,9,99,89,
Mary Davis,9,4,4,1,3,5,2,73,55,87,41,79,37,3,61,45,26,15,12,72,Academic
Ilse Topper,12,5,5,4,0,1,0,76,88,61,93,84,77,0,33,87,89,65,72,39,Academic
Michael Davidson,8,2,5,3,4,3,5,49,84,34,50,55,77,4,80,6,55,0,39,5,
Cody Carson,8,1,4,0,5,4,2,52,30,10,84,48,88,5,8,9,89,30,21,14,
Michael Rahmani,12,0,4,2,5,1,0,96,59,3,59,69,60,5,13,74,63,39,20,20,Academic
Judy Clark,8,2,3,3,1,2,4,67,65,4,28,54,35,1,85,46,90,37,30,25,
Jesse Piro,10,1,0,3,5,5,3,47,63,77,11,14,81,5,81,8,90,37,1,18,Academic
Peter Helder,11,0,4,0,0,4,2,32,39,60,93,5,63,0,39,66,13,29,31,23,Academic
Ralph Waller,10,3,3,2,1,4,1,73,13,75,79,96,68,1,36,65,81,93,47,93,Academic
Dale Emanuel,8,1,0,1,3,5,1,77,1,17,88,67,89,3,79,18,51,43,1,14,
Jamie Sweitzer,10,4,1,5,0,2,1,93,12,29,7,35,47,0,14,48,5,52,27,86,Academic
Melvin Williams,9,5,4,3,3,3,2,40,97,65,7,99,12,3,10,79,49,14,64,88,Academic
Elnora Collins,12,3,3,0,4,2,2,71,29,49,65,19,48,4,31,26,95,52,16,28,Academic
Barbara Sheets,9,0,2,1,3,4,3,60,22,58,8,52,40,3,25,99,16,78,84,54,Academic
Diana Pitts,9,2,0,2,1,5,4,99,7,25,37,82,32,1,21,98,40,57,39,95,Academic
Amy Patton,10,4,1,4,4,5,5,74,15,27,32,73,80,4,47,8,56,13,90,70,Academic
Anthony Hess,9,5,1,3,3,1,0,82,35,36,24,2,36,3,68,70,66,8,48,43,Academic
Karri Ibarra,12,1,4,2,2,0,2,63,14,51,82,87,50,2,10,30,42,49,97,44,Academic
Beatrice Mullins,10,1,5,1,3,3,2,25,52,55,65,98,57,3,31,53,42,90,94,22,Academic
Thomas Raley,8,5,0,3,1,0,3,76,49,29,60,47,17,1,37,96,66,99,93,94,
Juanita Mihm,11,0,2,2,2,4,5,43,30,4,96,7,29,2,26,82,62,88,63,91,Academic
Bradley Ayala,10,5,2,0,5,3,3,4,9,83,88,22,34,5,64,13,82,2,74,95,Academic
Rose Youmans,8,3,0,0,5,3,2,91,88,49,33,95,18,5,15,61,51,45,11,97,
Johnny Crawford,11,5,0,4,5,2,3,6,35,49,81,96,95,5,56,25,66,30,90,81,Academic
Adaline Witcher,10,2,0,2,5,0,2,70,39,47,91,23,36,5,24,39,7,31,49,64,Academic
Krystal Bernier,11,0,1,3,5,2,5,60,13,57,14,29,76,5,45,72,15,1,4,5,Academic
Claudia Allan,10,0,3,2,4,5,4,60,59,76,81,25,20,4,58,81,2,35,45,47,Academic
Brandi Cunningham,8,4,0,2,4,1,4,21,21,26,1,45,83,4,41,52,8,98,93,55,
Jaclyn Pendleton,8,3,2,2,1,4,1,64,43,96,58,22,63,1,45,32,21,43,41,85,
Dawn Schaeffer,12,4,0,3,1,5,1,84,14,38,65,19,85,1,91,32,48,47,79,90,Academic
Michael Williams,9,0,0,1,2,3,4,66,19,90,47,2,64,2,6,39,46,31,9,99,Academic
Don Perdue,8,2,0,0,1,4,2,90,11,55,38,60,62,1,21,93,51,35,64,24,
Shannon Figgs,11,2,1,4,3,1,0,3,12,92,39,67,26,3,28,44,80,60,6,17,Academic
Melissa Bryan,10,5,5,0,0,4,3,12,75,97,80,72,74,0,34,35,55,91,32,81,Academic
Mary Towns,10,2,0,1,0,2,3,92,62,1,80,44,9,0,95,57,78,34,75,55,Academic
Richard Mccarty,8,0,2,2,3,3,3,21,79,60,39,53,84,3,2,89,7,65,10,9,
Richard Collman,11,1,5,5,2,0,0,27,90,21,13,2,32,2,57,22,66,4,44,86,Academic
Brian Avery,11,5,2,0,3,1,5,53,78,47,99,33,96,3,31,73,99,90,8,54,Academic
Thelma Rodriguez,9,1,3,1,1,0,0,73,38,79,46,21,9,1,17,69,38,44,73,12,Academic
Juanita Newland,11,3,4,5,4,4,4,85,99,60,35,74,12,4,16,40,25,58,38,75,Academic
Joseph Schuh,8,0,5,3,3,3,2,53,28,16,91,85,42,3,81,12,52,11,70,79,
Monica Marcus,12,5,5,4,5,0,2,0,55,8,62,52,19,5,36,8,89,29,87,82,Academic
Carrie Krone,10,5,4,2,3,4,3,23,30,25,46,58,32,3,56,71,33,56,6,93,Academic
Latoya Monterroso,8,5,4,5,1,1,4,80,34,64,84,65,77,1,71,67,40,36,90,39,
James Barrera,8,3,1,5,1,1,2,91,68,15,43,29,12,1,21,69,26,79,24,37,
William Adams,8,3,5,5,5,3,5,39,53,47,42,54,12,5,38,15,33,97,50,48,
Donald Lovett,8,5,5,2,3,1,0,85,0,41,96,53,80,3,38,42,10,96,38,47,
Molly Totten,9,2,1,3,3,3,4,56,71,54,46,61,18,3,51,82,53,36,32,87,Academic
Bobbie Talton,12,3,3,0,0,1,5,71,96,86,3,34,64,0,8,5,34,82,95,59,Academic
George Goeppner,12,2,5,3,5,1,4,59,25,59,34,63,40,5,10,21,40,40,72,12,Academic
Frieda Trevethan,9,0,4,0,0,4,0,47,54,89,99,54,16,0,68,39,86,76,17,64,Academic
Sabrina Ellis,12,4,0,5,0,4,0,78,96,21,96,85,86,0,13,62,75,98,69,78,Academic
Anne Cook,9,2,4,3,0,3,2,11,5,22,80,45,86,0,91,40,15,98,21,47,Academic
Rosa Peters,10,5,5,3,2,3,1,72,25,83,99,39,86,2,29,47,19,83,93,69,Academic
Louis Kennedy,12,3,5,5,0,2,4,13,69,18,54,62,22,0,31,25,59,23,70,23,Academic
Kevin Ceballos,8,0,0,0,1,2,3,81,16,41,89,82,27,1,98,58,73,61,31,31,
Lamar Spence,11,4,5,3,2,1,4,22,81,27,91,87,19,2,34,14,8,96,55,78,Academic
